upi,district,sector,land_use,zoning,area_m2,distance_to_cbd_km,distance_to_paved_road_m,slope_deg,amenities_score,sale_price,price_per_m2
3/01/05/01/3751,Musanze,SectorA,Mixed-use,C1,1342,13.302618717199989,106.40376695197085,1.376061718180961,0.3340659866592156,60657734.66464804,45199.50422104921
3/00/05/01/0690,Kicukiro,SectorA,Commercial,R2,291,9.739370317965253,249.6686192920005,2.855054626425713,0.9337764734598903,27638837.60058081,94978.8233696935
3/08/05/01/3858,Huye,SectorD,Mixed-use,R1,871,8.914198083463253,171.97447902465666,3.2692169505416144,0.6699802482810184,39721458.11528689,45604.42952386554
3/04/05/01/2904,Nyarugenge,SectorB,Residential,R3,325,9.08773822766217,92.76773183426143,8.126520050650386,0.9627215570015897,28247230.44682925,86914.55522101307
3/08/05/01/4668,Gasabo,SectorB,Residential,R3,896,6.627888244346373,104.0902349774388,11.870023971399142,0.6204143306104608,62126025.77459237,69337.0823377147
3/06/05/01/0396,Kicukiro,SectorC,Agricultural,R3,989,7.001828293810071,13.605080275353018,7.213352199045135,0.7299472093608546,40734342.68878669,41187.40413426359
3/00/05/01/1830,Huye,SectorD,Mixed-use,R1,1494,12.681919841820825,49.31339416274311,9.880865013411094,0.32043265061162884,62741261.281507805,41995.489478920885
3/08/05/01/3368,Huye,SectorD,Agricultural,C1,208,2.8595654621910143,42.543320113895824,4.8348101763176325,0.7978600229089567,5091951.880027404,24480.537884747137
3/01/05/01/3061,Musanze,SectorA,Commercial,R3,893,6.0783161536922705,299.89861114211993,11.669149542411388,0.9799923722149577,53859050.7264522,60312.486815735945
3/06/05/01/0916,Kicukiro,SectorB,Agricultural,R3,680,5.4420457728626745,147.6955805552604,4.419049994106841,0.4069640562594294,26399528.528791443,38822.83607175212
3/08/05/01/2858,Huye,SectorC,Agricultural,C1,525,5.3169761492053205,247.3930229885647,8.48900623038071,0.44042363977371757,11895925.838444823,22658.90635894252
3/09/05/01/4279,Kicukiro,SectorD,Agricultural,A1,1027,7.239449701203849,67.50759593555196,0.758680277501062,0.613576373941503,41684726.498576276,40588.82813882792
3/04/05/01/4594,Musanze,SectorD,Agricultural,R2,716,11.606807853386552,223.47930263543782,12.79774303809226,0.5014518890179311,17388661.77830673,24285.840472495434
3/02/05/01/1772,Huye,SectorD,Mixed-use,C2,1392,8.94974244875028,293.2264323168504,4.092340033203033,0.32669841642336017,58804430.59550203,42244.562209412376
3/00/05/01/3530,Musanze,SectorD,Mixed-use,C2,1107,14.565341841146099,105.99369298242186,1.8457528974938682,0.6047166441161648,52823053.88199136,47717.30251309065
3/08/05/01/0428,Rubavu,SectorB,Commercial,R3,418,2.0581705939569375,285.66985014944197,4.4593618546100044,0.27365358886598035,23843015.713853434,57040.707449410125
3/02/05/01/1222,Musanze,SectorA,Agricultural,C2,1097,4.080927566985685,119.6166886617824,12.985908556601904,0.779537872215452,28770106.826254554,26226.16848336787
3/00/05/01/1950,Kicukiro,SectorD,Mixed-use,R2,1479,10.681985288752786,19.137926907027104,10.648441633068359,0.66576072060583,114594497.5217987,77481.06661379222
3/00/05/01/4180,Gasabo,SectorD,Residential,C1,1329,13.894266196012543,114.9472622075595,8.22533126116888,0.8721330363947206,95141728.10534531,71588.96019965787
3/05/05/01/2375,Kicukiro,SectorA,Residential,R3,823,12.48089767360719,182.19998727178552,14.44254949864209,0.7015454647438861,54918133.97392966,66729.20288448318
3/06/05/01/4696,Nyarugenge,SectorB,Commercial,A1,1488,1.644989936323939,192.04752036107476,1.287262163797351,0.31338106541311816,156434866.3104792,105130.9585419887
3/00/05/01/2800,Huye,SectorD,Agricultural,A1,441,13.011488047986072,183.29883535470682,2.5295416746244075,0.5372084252153374,10071542.53790518,22837.9649385605
3/01/05/01/0951,Kicukiro,SectorB,Agricultural,R1,532,5.436782193459621,142.879263957138,4.2836942435795455,0.9692891538035575,22878351.524336077,43004.42015852646
3/03/05/01/0253,Musanze,SectorC,Agricultural,R3,698,3.592737950144551,56.36225392355488,1.4759347457009597,0.7282421757610706,18215216.67757598,26096.298965008566
3/03/05/01/1253,Gasabo,SectorB,Agricultural,C1,682,5.401390574944418,243.9870011770628,3.992375790767647,0.37209647763683273,26684523.828971107,39126.86778441511
3/00/05/01/2300,Nyarugenge,SectorD,Residential,R2,1407,9.267137323348807,49.74357646029258,3.693071527631724,0.4348897320517998,112430672.98674957,79908.08314623282
3/04/05/01/3104,Kicukiro,SectorC,Mixed-use,R2,310,8.12392303349834,92.90249294226005,2.3874029658333953,0.8641146920420755,25185127.88391276,81242.3480126218
3/04/05/01/0584,Rubavu,SectorD,Mixed-use,C2,253,13.230659402321015,298.69282564475293,8.740716740170223,0.8499790568353374,13413477.214747537,53017.6965009784
3/07/05/01/1697,Huye,SectorB,Agricultural,R2,456,2.5801718470555097,132.2175083981817,10.304341038416862,0.4314259395535704,10448075.102154013,22912.445399460554
3/09/05/01/1259,Nyarugenge,SectorA,Residential,R2,210,9.566657186742539,115.18830094836366,10.5292080017971,0.8685772773182971,17890728.99595526,85193.94759978694
3/06/05/01/4986,Gasabo,SectorC,Mixed-use,R3,944,6.626689937019629,152.07509690262924,8.710603050105624,0.5750510558511055,74109199.48619723,78505.50793029368
3/04/05/01/3924,Kicukiro,SectorA,Commercial,A1,248,12.560450751742733,139.82306973102686,12.218798092580123,0.4490581434786708,21467127.86759246,86560.99946609864
3/01/05/01/2591,Musanze,SectorA,Agricultural,R3,562,14.925272184211561,199.42265589630568,11.910886973591028,0.22209284580981611,12872622.24908575,22905.021795526245
3/08/05/01/3898,Kicukiro,SectorC,Residential,R2,919,8.133507552772304,284.0541433907096,7.8340114842272754,0.8248224335543577,63463161.072394654,69056.7585118549
3/02/05/01/0602,Nyarugenge,SectorC,Agricultural,C2,503,5.467728857486476,143.62503474991064,7.537363152403981,0.3606167798053429,23645588.368058424,47009.12200409229
3/02/05/01/2932,Nyarugenge,SectorB,Mixed-use,R3,428,11.314648326249397,9.929772652629254,7.443899670627581,0.6917173059863231,40862298.37358342,95472.65975136313
3/05/05/01/0385,Huye,SectorC,Mixed-use,C2,655,9.903365900292199,119.50888330746368,10.111954433040944,0.4079239833942663,28006184.935687467,42757.534252957965
3/05/05/01/3885,Nyarugenge,SectorC,Mixed-use,R2,429,10.052231307403563,192.32119150942,2.1612774157719397,0.4791901815973543,39074634.111544386,91083.06319707316
3/06/05/01/0286,Gasabo,SectorD,Residential,C2,227,11.119400244918772,24.962166760500466,10.61752645844653,0.6348305738741169,15696974.988176273,69149.66955143733
3/05/05/01/1295,Rubavu,SectorD,Residential,A1,857,7.271652689939373,60.71646793058685,4.028987422516288,0.6275084513882105,38425000.6980134,44836.640254391365
3/04/05/01/2194,Musanze,SectorD,Residential,R1,1061,7.7467158005775545,91.13025339200622,8.958659524831265,0.7738467298668066,45959130.95364503,43316.80579985394
3/01/05/01/0181,Rubavu,SectorA,Commercial,R1,422,8.578148694214986,214.17285323802034,13.064536856191284,0.7712695457059422,26112219.95434756,61877.29847001791
3/05/05/01/1095,Huye,SectorC,Mixed-use,R2,937,6.765931964022958,219.63590002980848,6.7745849327825685,0.885383957204718,44147129.84323279,47115.400046139584
3/03/05/01/3613,Kicukiro,SectorB,Residential,C1,835,10.996367004216676,203.7971110751443,8.692297221845482,0.8892844260714516,58116963.31630542,69601.15367222206
3/06/05/01/3956,Rubavu,SectorB,Commercial,A1,966,13.448219293064179,62.71864621381141,0.8642484828059344,0.5316087552354587,56976304.43283019,58981.68160748467
3/05/05/01/0515,Rubavu,SectorD,Residential,R3,1455,3.797777797947153,21.379884678699412,8.526973477619098,0.7212125466631141,67297136.54719043,46252.32752384222
3/00/05/01/2620,Huye,SectorC,Mixed-use,C2,1435,1.7546646295786856,85.84063353375359,11.1189638477171,0.9377997610003004,68971378.47644807,48063.678380800055
3/08/05/01/3448,Musanze,SectorC,Residential,C2,1120,7.889875893562759,157.78691142422534,13.183536804688053,0.9158696373650013,49498545.987981744,44195.13034641227
3/00/05/01/1260,Kicukiro,SectorA,Residential,R3,890,10.517352482418623,169.82518583973902,9.374134126610924,0.2772709459956258,55196355.59889436,62018.377077409394
3/01/05/01/4111,Musanze,SectorB,Residential,R2,371,9.990795912080477,13.332630831972487,5.548593479946495,0.6260897717128026,15654288.506471785,42194.847726339045
3/01/05/01/2111,Nyarugenge,SectorD,Agricultural,R2,267,2.96054923770093,202.86226008357917,3.544890264141869,0.5507047177127453,13175530.814916048,49346.55735923613
3/04/05/01/1484,Nyarugenge,SectorB,Residential,R1,1236,10.802635630116743,166.58327329339537,9.143528008476961,0.2728529456657448,93733162.93281378,75835.89234046423
3/02/05/01/1982,Rubavu,SectorB,Agricultural,C1,1357,11.246658786182445,170.4735375830571,3.3663783374329963,0.608181461759356,36131031.97273999,26625.66836605747
3/08/05/01/4128,Gasabo,SectorD,Mixed-use,C2,1410,14.0904308267012,65.5500310761278,13.969428410767266,0.7236967481602516,112991702.4757851,80135.95920268448
3/03/05/01/1493,Huye,SectorC,Agricultural,C1,1019,8.573193040068976,86.02121689620405,10.959553818943162,0.8660226790339058,24974857.123714466,24509.182653301734
3/02/05/01/0742,Rubavu,SectorC,Mixed-use,R3,1215,13.506262913033718,132.6877767118658,8.033137096466973,0.5815867140941231,61344942.53528553,50489.66463809509
3/07/05/01/4357,Musanze,SectorC,Agricultural,R3,940,10.535928534922016,151.34857140957698,0.7220651285107649,0.8295735905102344,24593041.61455247,26162.810228247312
3/03/05/01/4833,Gasabo,SectorD,Mixed-use,R2,1465,10.778844956563507,107.43189725528438,6.528299803162078,0.3887548187210653,110824434.93429229,75648.07845344183
3/01/05/01/1921,Huye,SectorD,Residential,R3,754,9.138101657079078,228.45546698165137,3.9907788365901724,0.9122513666565208,30818136.65705204,40872.86028786743
3/06/05/01/2506,Kicukiro,SectorA,Commercial,A1,1011,11.241358613760141,175.679746358051,3.562150425084361,0.4097372413932924,86860105.72090125,85915.04027784495
3/02/05/01/3702,Gasabo,SectorC,Residential,C1,1076,13.443848218557383,157.9462161555431,5.951138376466217,0.6484119917507516,73808322.31816238,68595.09509122898
3/09/05/01/2299,Musanze,SectorB,Residential,C1,1397,12.140188009577736,131.96582231474224,6.807568218854707,0.9034611992126589,61297892.66568041,43878.23383370108
3/08/05/01/0398,Gasabo,SectorC,Agricultural,C1,828,1.456651276781931,22.02236388269016,6.665480238622716,0.4204383513755867,33239560.391613696,40144.3966082291
3/08/05/01/3348,Huye,SectorC,Agricultural,R2,1054,7.030996559402743,202.2259450408224,4.6238698425723825,0.3675619000202721,23733805.5024787,22517.84203271224
3/00/05/01/0320,Gasabo,SectorA,Residential,C2,952,9.715275740216432,143.57441008225172,6.712022119836868,0.5794307363450084,64707676.01266359,67970.24791246175
3/04/05/01/3884,Kicukiro,SectorD,Residential,R2,564,4.500636667620805,88.46213823737179,12.432125082654338,0.9209327322169536,40088206.96246792,71078.38113912751
3/04/05/01/3154,Huye,SectorD,Agricultural,C2,698,14.173504600849142,68.50914139777149,14.904333224460485,0.7903198975611516,16597097.645097148,23778.07685544004
3/09/05/01/3809,Musanze,SectorC,Residential,C1,865,3.326536428593606,291.1395385603436,3.8375180776664672,0.5360858810153786,35906842.54453979,41510.800629525766
3/01/05/01/0451,Huye,SectorB,Agricultural,R2,861,8.579174542201763,106.84283633264187,6.213013883577455,0.785931091850135,20827026.409490444,24189.34542333385
3/04/05/01/2494,Rubavu,SectorC,Commercial,C2,1437,2.7864323164119797,56.64799382824987,2.508506750491131,0.6688047624276956,88977213.87007034,61918.729206729535
3/09/05/01/4729,Rubavu,SectorB,Mixed-use,C1,904,8.41505214422061,297.16134314381975,11.874290428848363,0.8045160224018182,48325000.03813423,53456.858449263535
3/07/05/01/2287,Musanze,SectorD,Commercial,R3,568,8.077643131554298,196.7918117208544,4.829746309261859,0.23287945228241452,29510754.085600622,51955.55296760673
3/08/05/01/2678,Musanze,SectorC,Mixed-use,C1,791,6.707060165221756,232.4883603120403,6.485069162815289,0.9408342143408379,40473597.536881365,51167.63278998908
3/02/05/01/0172,Nyarugenge,SectorD,Agricultural,A1,1184,13.160724351378551,234.09607157356382,11.56382766966078,0.8758265824935101,60383781.28854583,50999.81527748804
3/06/05/01/2426,Musanze,SectorC,Commercial,C1,1224,11.154348057569806,152.09421666355362,9.127366298454252,0.9182192546040409,73073250.68481022,59700.3682065443
3/03/05/01/2293,Rubavu,SectorD,Commercial,C1,625,9.169413684122786,108.0514756128938,12.652237392214287,0.48897818818742905,36306946.771130726,58091.11483380916
3/08/05/01/2098,Nyarugenge,SectorD,Agricultural,R1,908,11.865632377789009,132.3372699652185,4.983416460994258,0.5290581574586157,43548904.719179355,47961.348809668896
3/02/05/01/4092,Gasabo,SectorC,Agricultural,A1,819,12.329025973076902,40.40709527300857,6.918511182214492,0.29787310393706634,31588117.700370308,38569.13028128243
3/04/05/01/2524,Kicukiro,SectorD,Agricultural,C2,838,7.6067275388042255,216.43381089102792,13.14459044500191,0.4177750406718206,32217302.58331687,38445.46847651178
3/02/05/01/2402,Rubavu,SectorB,Residential,R2,900,1.703023508891297,249.85491776056188,13.594446028607413,0.2898236846712595,37965851.98976635,42184.27998862928
3/00/05/01/0830,Musanze,SectorA,Residential,R3,228,13.494567315328164,28.19487974197862,4.963721486702928,0.3986299837046768,9085449.836357826,39848.46419455187
3/09/05/01/1019,Rubavu,SectorA,Agricultural,C2,456,14.896368060143244,199.4152309242054,0.756833559301856,0.28365029180347323,11376855.925712196,24949.245451123235
3/08/05/01/2808,Nyarugenge,SectorD,Commercial,A1,1456,1.3099482811900427,69.55622988836932,1.612071059530219,0.8283560246817916,171408607.68141887,117725.69208888659
3/05/05/01/4495,Musanze,SectorB,Agricultural,R3,1108,1.9374992940587232,237.4135599933008,10.138660977035169,0.5294385796852827,27415548.479082514,24743.274800615985
3/06/05/01/4216,Kicukiro,SectorD,Mixed-use,R3,269,8.854542153123019,23.825009169612656,10.401708613474671,0.24847753173864692,19263277.482352294,71610.69696041745
3/07/05/01/3067,Kicukiro,SectorD,Residential,C1,458,7.560979580169741,29.028993346648118,10.23188933259801,0.83229457989207,32089334.925713018,70064.05005614196
3/07/05/01/2767,Huye,SectorD,Mixed-use,C2,867,9.319444074905665,79.06014070958328,2.4471021533243933,0.5188507102352211,38316097.158817634,44193.88368952437
3/03/05/01/4313,Rubavu,SectorA,Mixed-use,A1,1291,8.208099254237139,190.4503459810424,3.669684577956956,0.21651318659669308,61212046.11230422,47414.44315437972
3/05/05/01/2435,Huye,SectorB,Commercial,C1,1187,4.747944150653847,20.621961133140736,8.925126325450483,0.3162208935630436,59449232.10042601,50083.59907365291
3/09/05/01/2589,Nyarugenge,SectorA,Commercial,R1,203,4.992740476272096,45.23506169464324,11.385831145658964,0.9437322130403587,23822413.15952898,117351.78896319693
3/06/05/01/0256,Kicukiro,SectorB,Residential,C1,851,7.640705538686994,38.617207240723566,7.290232544663099,0.9362377449755261,60629632.76586113,71245.16188702836
3/03/05/01/4843,Kicukiro,SectorD,Residential,C2,1026,2.477851497924192,36.41664067828343,14.46166429119482,0.9834941869798148,74261101.1244811,72379.24086206735
3/09/05/01/0689,Nyarugenge,SectorD,Residential,C2,1302,7.988785255778645,68.89085976003605,13.089388282288446,0.26968743156914726,99373402.03368105,76323.65747594551
3/00/05/01/3130,Rubavu,SectorC,Residential,C2,872,8.019691807932201,84.56172574747671,5.850705977457672,0.5491475531957978,38906903.73486645,44618.00887025969
3/08/05/01/1408,Huye,SectorC,Residential,C1,1375,2.9168635359392807,105.6000424701649,2.8159211324741045,0.8569601626799637,56525784.29763629,41109.66130737185
3/02/05/01/0012,Nyarugenge,SectorD,Agricultural,A1,1160,6.360976246553058,291.6550681397856,12.733707363991257,0.7773836169318986,58869973.3169612,50749.97699738034
3/06/05/01/2606,Nyarugenge,SectorD,Agricultural,R3,556,3.206264510190561,74.7627758472125,5.488075547234635,0.834931984828641,28510035.626934595,51277.04249448668
3/03/05/01/2753,Rubavu,SectorA,Mixed-use,R3,226,6.949613226187308,111.24126049655185,5.42442689010394,0.4206161685737894,11181868.470014459,49477.29411510823
3/02/05/01/1962,Musanze,SectorB,Mixed-use,C1,582,5.966077282583221,13.02474007106533,8.297752383865943,0.3692007684638299,27051302.874098577,46479.9018455302
3/01/05/01/4941,Kicukiro,SectorD,Mixed-use,R1,710,1.1023836655405839,92.63826480968615,7.084580612400126,0.33840589617388855,52498392.514912404,73941.39790832733
3/08/05/01/0238,Huye,SectorB,Agricultural,R1,1302,14.483611562248434,167.11121308903,14.4873324172983,0.5459983026641055,29726572.139796663,22831.46861735535
3/07/05/01/2247,Rubavu,SectorB,Mixed-use,C1,675,11.772523922268025,247.6204267714334,14.584403761834995,0.5098094498185511,33775324.467138715,50037.51772909439
3/09/05/01/2729,Gasabo,SectorA,Residential,C2,1274,2.282288478022562,104.2204883636262,11.594003105396334,0.7730354643894708,91435077.81675446,71770.07677924212
3/01/05/01/2981,Huye,SectorC,Commercial,C2,321,9.990604784487147,153.96176204972872,2.1303306618173057,0.8014026863130395,17409697.47477059,54235.817678413056
3/05/05/01/1395,Nyarugenge,SectorB,Commercial,R2,991,7.885068856731353,171.80962799186193,10.732589319316931,0.2877025555227518,101924653.85000081,102850.30660948619
3/05/05/01/2245,Gasabo,SectorA,Residential,R1,1300,14.55617640524237,149.4141649177755,10.445637748058486,0.2883545015529209,82704977.11802346,63619.21316771035
3/07/05/01/2837,Musanze,SectorD,Residential,R1,606,13.016701391084313,114.74852236421822,4.610677065064104,0.8188523001561323,26132586.991430335,43123.080843944444
3/04/05/01/2684,Gasabo,SectorA,Commercial,R2,792,11.031380467099666,206.40274743191438,8.385046051122462,0.30075393308201814,68592549.50616394,86606.75442697467
3/04/05/01/2474,Nyarugenge,SectorA,Mixed-use,R1,1453,12.691766286804857,61.7930671868404,10.64104154578997,0.24912526651289735,125479398.99160148,86358.84307749585
3/00/05/01/1580,Musanze,SectorC,Mixed-use,A1,441,4.674782366030675,77.36659690586407,14.486872951604514,0.2065889932735681,19688075.611051396,44644.1623833365
